㐖毒	het dowk	Xie2 du2	/India (archaic)/
男士	nom dzriX	nan2 shi4	/man/gentleman/
男娃	nom ’ea	nan2 wa2	/(dialect) boy/guy/
男嬰	nom ’jieng	nan2 ying1	/male baby/
男子	nom tsiX	nan2 zi3	/a man/a male/
男孩	nom hoj	nan2 hai2	/boy/CL:個|个[ge4]/
男家	nom kae	nan2 jia1	/man's family (in marriage)/
男工	nom kuwng	nan2 gong1	/male worker/
男巫	nom mju	nan2 wu1	/wizard/warlock/
男廁	nom tsrhiH	nan2 ce4	/gents washroom/gents toilets/
男性	nom sjengH	nan2 xing4	/the male sex/a male/
男排	nom beaj	nan2 pai2	/men's volleyball/abbr. for 男子排球/
男旦	nom tanH	nan2 dan4	/male actor playing the female role (Chinese opera)/
男星	nom seng	nan2 xing1	/male star/famous actor/
男根	nom kon	nan2 gen1	/penis/
男爵	nom tsjak	nan2 jue2	/baron/
男生	nom sraeng	nan2 sheng1	/schoolboy/male student/boy/guy (young adult male)/
男的	nom tek	nan2 de5	/man/
男神	nom zyin	nan2 shen2	/Mr Perfect/Adonis/Prince Charming/
男童	nom duwng	nan2 tong2	/boy/male child/
男籃	nom lam	nan2 lan2	/men's basketball/men's basketball team/
男色	nom srik	nan2 se4	/male homosexuality/
男裝	nom tsrjang	nan2 zhuang1	/men's clothes/
男雙	nom sraewng	nan2 shuang1	/men's doubles (in tennis, badminton etc)/
甾醇	tsri dzywin	zai1 chun2	/sterol (chemistry)/
界乎	keajH hu	jie4 hu1	/variant of 介乎[jie4 hu1]/
界別	keajH bjet	jie4 bie2	/kingdom (taxonomy)/
界址	keajH tsyiX	jie4 zhi3	/boundary (of a piece of land or territory)/
界定	keajH dengH	jie4 ding4	/definition/to delimit/
界尺	keajH tsyhek	jie4 chi3	/ungraduated ruler/straightedge/
界河	keajH ha	jie4 he2	/frontier river/river forming international boundary/
界碑	keajH pje	jie4 bei1	/boundary stone/table marking border/
界線	keajH sjenH	jie4 xian4	/limits/bounds/dividing line/
界限	keajH heanX	jie4 xian4	/boundary/
界面	keajH mjienH	jie4 mian4	/contact surface/(computing) interface/
畏友	’jw+jH hjuwX	wei4 you3	/revered friend/
畏忌	’jw+jH giH	wei4 ji4	/to be arrested by fear/restraint/scruple/
畏懼	’jw+jH gjuH	wei4 ju4	/to fear/to dread/foreboding/
畏縮	’jw+jH srjuwk	wei4 suo1	/to cower/to flinch/to quail/to recoil/
畏罪	’jw+jH dzwojX	wei4 zui4	/to dread punishment/afraid of being arrested for a crime/
畏途	’jw+jH du	wei4 tu2	/dangerous road/(fig.) perilous or intimidating undertaking/
畚斗	pwonX tuwX	ben3 dou3	/dustpan/
畚箕	pwonX ki	ben3 ji1	/a bamboo or wicker scoop/dustpan/
畢典	pjit tenX	bi4 dian3	/graduation ceremony/(Tw) (coll.) to graduate/abbr. for 畢業典禮|毕业典礼[bi4 ye4 dian3 li3]/
畢命	pjit mjaengH	bi4 ming4	/to die (in an accident etc)/to have one's life cut short/
畢婚	pjit xwon	bi4 hun1	/to get married right after graduation/
畢摩	pjit ma	bi4 mo2	/shaman among the Yi ethnic group/
畢昇	pjit sying	Bi4 Sheng1	/Bi Sheng (990-1051), inventor of movable type/
畢業	pjit ngjaep	bi4 ye4	/graduation/to graduate/to finish school/
畢生	pjit sraeng	bi4 sheng1	/all one's life/lifetime/
畢竟	pjit kjaengH	bi4 jing4	/after all/all in all/when all is said and done/in the final analysis/
畢節	pjit tset	Bi4 jie2	/Bijie city and prefecture in Guizhou/
畢肖	pjit sjewH	bi4 xiao4	/to resemble closely/to be the very image of/to look very much like/to be the spitting image of/
畢設	pjit syet	bi4 she4	/graduation project/
略圖	ljak du	lu:e4 tu2	/sketch/sketch map/thumbnail picture/
略奪	ljak dwat	lu:e4 duo2	/variant of 掠奪|掠夺[lu:e4 duo2]/
略字	ljak dziH	lu:e4 zi4	/abbreviated character/simplified character/
略帶	ljak tajH	lu:e4 dai4	/having slightly/somewhat carrying/
略微	ljak mj+j	lu:e4 wei1	/a little bit/slightly/
略為	ljak hjwe	lu:e4 wei2	/slightly/
略略	ljak ljak	lu:e4 lu:e4	/slightly/roughly/briefly/very generally/
略碼	ljak maeX	lu:e4 ma3	/code/
略舉	ljak kjoX	lu:e4 ju3	/some cases picked out as example/to highlight/
略讀	ljak duwk	lu:e4 du2	/to read cursorily/to skim through/
略釋	ljak syek	lu:e4 shi4	/a brief explanation/to summarize/
略陽	ljak yang	Lu:e4 yang2	/Lüeyang County in Hanzhong 漢中|汉中[Han4 zhong1], Shaanxi/
畬族	yo dzuwk	She1 zu2	/She ethnic group/
畬鄉	yo xjang	yu2 xiang1	/fields and villages/
異人	yiH nyin	yi4 ren2	/eccentric/unusual person/talented individual/
異像	yiH zjangX	yi4 xiang4	/extraordinary image/
異動	yiH duwngX	yi4 dong4	/to shift/to alter/unusual change/abnormal move/
異化	yiH xwaeH	yi4 hua4	/alienation (philosophy)/(of speech) dissimilation/
異同	yiH duwng	yi4 tong2	/comparison/differences and similarities/
異味	yiH mj+jH	yi4 wei4	/unpleasant odor/
異國	yiH kwok	yi4 guo2	/exotic/foreign/
異地	yiH dijH	yi4 di4	/different place/abroad/
異域	yiH hwik	yi4 yu4	/foreign country/alien land/
異己	yiH kiX	yi4 ji3	/dissident/alien/outsider/
異常	yiH dzyang	yi4 chang2	/exceptional/abnormal/an anomaly/
異形	yiH heng	yi4 xing2	/not the usual type/atypical/heterotype/
異彩	yiH tshojX	yi4 cai3	/extraordinary splendor/
異心	yiH sim	yi4 xin1	/disloyalty/infidelity/
異性	yiH sjengH	yi4 xing4	/the opposite sex/of the opposite sex/heterosexual/different in nature/
異才	yiH dzoj	yi4 cai2	/extraordinary talent/
異教	yiH kaew	yi4 jiao4	/heresy/heathenism/
異文	yiH mjun	yi4 wen2	/variant character/loan word/variant written form (for the same word)/different edition/
異族	yiH dzuwk	yi4 zu2	/different tribe/
異構	yiH kuwH	yi4 gou4	/isomeric (chemistry)/
異步	yiH buH	yi4 bu4	/asynchronous/
異母	yiH muwX	yi4 mu3	/(of siblings) having the same father but different mothers/
異物	yiH mjut	yi4 wu4	/rarity/rare delicacy/foreign matter/alien body/the dead/ghost/monstrosity/alien life-form/
異狀	yiH dzrjangH	yi4 zhuang4	/unusual condition/something odd/strange shape/
異端	yiH twan	yi4 duan1	/heresy/
異義	yiH ngjeH	yi4 yi4	/differing opinion/
異言	yiH ngjon	yi4 yan2	/dissenting words/
異議	yiH ngjeH	yi4 yi4	/objection/dissent/
異讀	yiH duwk	yi4 du2	/variant pronunciation (when the same character has more than one reading)/
異邦	yiH paewng	yi4 bang1	/foreign country/
異鄉	yiH xjang	yi4 xiang1	/foreign land/a place far from home/
異香	yiH xjang	yi4 xiang1	/rare perfume/
異體	yiH thejX	yi4 ti3	/variant form (of a Chinese character)/
異龍	yiH ljowng	yi4 long2	/allosaurus/also written 異特龍|异特龙/
畸型	kje heng	ji1 xing2	/malformation/
畸形	kje heng	ji1 xing2	/deformity/abnormality/
畸態	kje thojH	ji1 tai4	/deformity/birth defect/abnormality/
畸胎	kje thoj	ji1 tai1	/freak of nature/mutant/abnormality/
畸變	kje pjenH	ji1 bian4	/distortion/aberration/
疆域	kjang hwik	jiang1 yu4	/territory/
疆場	kjang drjang	jiang1 chang3	/battlefield/
疆界	kjang keajH	jiang1 jie4	/border/boundary/
疊加	dep kae	die2 jia1	/superposition/layering/overlay/
疊層	dep dzong	die2 ceng2	/repeated layers/stratified/laminated/stacked/piled strata/
疊彩	dep tshojX	Die2 cai3	/Diecai district of Guilin city 桂林市[Gui4 lin2 shi4], Guangxi/
疊紙	dep tsyeX	die2 zhi3	/to fold paper/origami/
疑似	ngi ziX	yi2 si4	/to be suspected to be/deceptive/plausible but fallacious/
疑兵	ngi pjaeng	yi2 bing1	/troops deployed to mislead the enemy/
疑冰	ngi ping	yi2 bing1	/ignorant/doubt stemming from ignorance/(a summer insect has no word for ice, Zhuangzi 莊子|庄子)/
疑問	ngi mjunH	yi2 wen4	/question/interrogation/doubt/
疑團	ngi dwan	yi2 tuan2	/doubts and suspicions/a maze of doubts/puzzle/mystery/
疑心	ngi sim	yi2 xin1	/suspicion/to suspect/
疑忌	ngi giH	yi2 ji4	/jealousy/suspicious and jealous/
疑念	ngi nemH	yi2 nian4	/doubt/
疑惑	ngi hwok	yi2 huo4	/to doubt/to distrust/unconvincing/to puzzle over/misgivings/suspicions/
疑慮	ngi ljoH	yi2 lu:4	/hesitation/misgivings/doubt/
疑懼	ngi gjuH	yi2 ju4	/misgivings/
疑案	ngi ’anH	yi2 an4	/a doubtful case/a controversy/
疑犯	ngi bjomX	yi2 fan4	/a suspect/
疑獄	ngi ngjowk	yi2 yu4	/a hard legal case to judge/
疑竇	ngi duwH	yi2 dou4	/(literary) doubts/suspicions/cause for suspicion/
疑義	ngi ngjeH	yi2 yi4	/a doubtful point/
疑陣	ngi drinH	yi2 zhen4	/a diversion/a feint attack to mislead the enemy/
疑雲	ngi hjun	yi2 yun2	/a haze of doubts and suspicions/
疑點	ngi temX	yi2 dian3	/a doubtful point/
疣狀	hjuw dzrjangH	you2 zhuang4	/warty/bumpy/wart-shaped/
疣豬	hjuw trjo	you2 zhu1	/warthog/
疣贅	hjuw tsywejH	you2 zhui4	/wart/superfluous/useless/
疥瘡	keajH tsrhjang	jie4 chuang1	/scabies/welts/
疫情	ywek dzjeng	yi4 qing2	/epidemic situation/
疫病	ywek bjaengH	yi4 bing4	/plague/a blight/
疫苗	ywek mjew	yi4 miao2	/vaccine/
疲乏	bje bjop	pi2 fa2	/tired/weary/
疲倦	bje gjwenH	pi2 juan4	/to tire/tired/
疲匱	bje gwijH	pi2 kui4	/tired/weary/
疲困	bje khwonH	pi2 kun4	/(literary) tired/fatigued/(economics) weak/sluggish/
疲弱	bje nyak	pi2 ruo4	/tired/weak/exhausted/
疲憊	bje beajH	pi2 bei4	/beaten/exhausted/tired/
疲沓	bje dop	pi2 ta5	/slack/remiss/negligent/
疲軟	bje nywenX	pi2 ruan3	/tired and feeble/
疹子	tsyinX tsiX	zhen3 zi5	/rash/
疼惜	downg sjek	teng2 xi1	/to cherish/to dote on/
疼愛	downg ’ojH	teng2 ai4	/to love dearly/
疼死	downg sijX	teng2 si3	/to really hurt/
疼痛	downg thuwngH	teng2 tong4	/pain/ache/sore/
疾書	dzit syo	ji2 shu1	/to scribble rapidly/
疾步	dzit buH	ji2 bu4	/at a fast pace/
疾病	dzit bjaengH	ji2 bing4	/disease/sickness/ailment/
疾速	dzit suwk	ji2 su4	/very fast/at high speed/
疾馳	dzit drje	ji2 chi2	/to speed along/
痂皮	kae bje	jia1 pi2	/scab/
病人	bjaengH nyin	bing4 ren2	/sick person/patient/invalid/CL:個|个[ge4]/
病休	bjaengH xjuw	bing4 xiu1	/to be on sick leave/
病例	bjaengH ljejH	bing4 li4	/(medical) case/occurrence of illness/
病勢	bjaengH syejH	bing4 shi4	/degree of seriousness of an illness/patient's condition/
病危	bjaengH ngjwe	bing4 wei1	/to be critically ill/to be terminally ill/
病原	bjaengH ngjwon	bing4 yuan2	/cause of disease/pathogen/
病友	bjaengH hjuwX	bing4 you3	/a friend made in hospital or people who become friends in hospital/wardmate/
病句	bjaengH kjuH	bing4 ju4	/defective sentence/error (of grammar or logic)/
病史	bjaengH sriX	bing4 shi3	/medical history/
病員	bjaengH hjun	bing4 yuan2	/sick personnel/person on the sick list/patient/
病因	bjaengH ’jin	bing4 yin1	/cause of disease/pathogen/
病媒	bjaengH mwoj	bing4 mei2	/vector (epidemiology)/
病室	bjaengH syit	bing4 shi4	/infirmary/ward/sickroom/CL:間|间[jian1]/
病害	bjaengH hajH	bing4 hai4	/plant disease/
病家	bjaengH kae	bing4 jia1	/a patient and his family/
病容	bjaengH yowng	bing4 rong2	/sickly look/
病床	bjaengH dzrjang	bing4 chuang2	/hospital bed/sickbed/
病弱	bjaengH nyak	bing4 ruo4	/sick and weak/sickly/invalid/
病患	bjaengH hwaenH	bing4 huan4	/illness/disease/patient/sufferer/
病情	bjaengH dzjeng	bing4 qing2	/state of an illness/patient's condition/
病態	bjaengH thojH	bing4 tai4	/morbid or abnormal state/
病故	bjaengH kuH	bing4 gu4	/to die of an illness/
病株	bjaengH trju	bing4 zhu1	/diseased or infected plant/
病根	bjaengH kon	bing4 gen1	/an incompletely cured illness/an old complaint/the root cause of trouble/
病案	bjaengH ’anH	bing4 an4	/medical record/
病榻	bjaengH thap	bing4 ta4	/sickbed/
病機	bjaengH kj+j	bing4 ji1	/interpretation of the cause/onset and process of an illness/pathogenesis/
病歷	bjaengH lek	bing4 li4	/medical record/case history/
病死	bjaengH sijX	bing4 si3	/to fall ill and die/to die of illness/
病殘	bjaengH dzan	bing4 can2	/sick or disabled/invalid/disability/
病毒	bjaengH dowk	bing4 du2	/virus/
病況	bjaengH xjwangH	bing4 kuang4	/state of an illness/patient's condition/
病源	bjaengH ngjwon	bing4 yuan2	/cause of disease/
病狀	bjaengH dzrjangH	bing4 zhuang4	/symptom (of a disease)/
病理	bjaengH liX	bing4 li3	/pathology/
病痛	bjaengH thuwngH	bing4 tong4	/slight illness/indisposition/ailment/
病程	bjaengH drjeng	bing4 cheng2	/course of disease/
病篤	bjaengH towk	bing4 du3	/critically ill/on one's deathbed/
病者	bjaengH tsyaeX	bing4 zhe3	/patient/sick person/
病菌	bjaengH gwinX	bing4 jun1	/harmful bacteria/pathogenic bacteria/germs/
病變	bjaengH pjenH	bing4 bian4	/pathological changes/lesion/diseased (kidney, cornea etc)/
病象	bjaengH zjangX	bing4 xiang4	/symptom (of a disease)/
病逝	bjaengH dzyejH	bing4 shi4	/to die of illness/
病魔	bjaengH ma	bing4 mo2	/serious illness/
痔瘡	driX tsrhjang	zhi4 chuang1	/hemorrhoid/
痕跡	hon tsjek	hen2 ji4	/vestige/mark/trace/
痙攣	gjiengX ljwen	jing4 luan2	/to jerk/to contort/spasm/convulsion/
痛哭	thuwngH khuwk	tong4 ku1	/to cry bitterly/
痛失	thuwngH syit	tong4 shi1	/to suffer the painful loss of (a loved one etc)/to miss out on (an opportunity)/to fail to gain (victory etc)/
痛心	thuwngH sim	tong4 xin1	/grieved/pained/
痛快	thuwngH khwaejH	tong4 kuai4	/delighted/to one's heart's content/straightforward/also pr. [tong4 kuai5]/
痛恨	thuwngH honH	tong4 hen4	/to detest/to loathe/to abhor/
痛惜	thuwngH sjek	tong4 xi1	/to lament/
痛感	thuwngH komX	tong4 gan3	/to feel deeply/acute suffering/
痛批	thuwngH phej	tong4 pi1	/to severely criticize/
痛擊	thuwngH kek	tong4 ji1	/to deliver a punishing attack/to deal a heavy blow/
痛斥	thuwngH tsyhek	tong4 chi4	/to criticize harshly/to denounce/to attack viciously/
痛楚	thuwngH tsrhjoH	tong4 chu3	/pain/anguish/suffering/
痛癢	thuwngH yangX	tong4 yang3	/pain and itch/sufferings/importance/consequence/
痛罵	thuwngH maeH	tong4 ma4	/to bawl out/to reprimand severely/
痢疾	lijH dzit	li4 ji5	/dysentery/
痤瘡	dzwa tsrhjang	cuo2 chuang1	/acne/
痰液	dam yek	tan2 ye4	/saliva/spittle/
痰盂	dam hju	tan2 yu2	/spittoon/
痲疹	mae tsyinX	ma2 zhen3	/variant of 麻疹[ma2 zhen3]/
痲痺	mae pjie	ma2 bi4	/variant of 麻痺|麻痹[ma2 bi4]/
痴心	trhi sim	chi1 xin1	/infatuation/
痴想	trhi sjangX	chi1 xiang3	/to daydream/wishful thinking/pipe dream/
痴漢	trhi xanH	chi1 han4	/(Tw) pervert (loanword from Japanese "chikan")/idiot/fool/
痴獃	trhi ngoj	chi1 dai1	/imbecility/dementia/
痴迷	trhi mej	chi1 mi2	/infatuated/obsessed/
痴醉	trhi tswijH	chi1 zui4	/to be fascinated/to be spellbound/
痺證	pjie tsyingH	bi4 zheng4	/localized pain disorder (in Chinese medicine)/arthralgia syndrome/bi disorder/
痼疾	kuH dzit	gu4 ji2	/chronic disease/
痼習	kuH zip	gu4 xi2	/inveterate habit/
瘀斑	’joH paen	yu1 ban1	/(medicine) ecchymosis/bruising/
瘀滯	’joH drjejH	yu1 zhi4	/(in Chinese medicine) stasis (of blood or other fluids)/
瘀血	’joH xwet	yu1 xue4	/clotted blood/extravasated blood (leaking into surrounding tissue)/thrombosis/
瘀點	’joH temX	yu1 dian3	/petechia (medicine)/
瘊子	huw tsiX	hou2 zi5	/wart/
瘙癢	sawH yangX	sao4 yang3	/to itch/itchiness/
瘜肉	sik nyuwk	xi1 rou4	/variant of 息肉[xi1 rou4]/
瘠薄	dzjek bak	ji2 bo2	/(of land) infertile/barren/
瘡口	tsrhjang khuwX	chuang1 kou3	/wound/open sore/
瘡痂	tsrhjang kae	chuang1 jia1	/scab/
瘡痍	tsrhjang yij	chuang1 yi2	/wound/skin ulcer/(fig.) the desolation of trauma/desolation in the aftermath of a disaster/
瘡痕	tsrhjang hon	chuang1 hen2	/scar/scarred skin/
瘡瘍	tsrhjang yang	chuang1 yang2	/sore/skin ulcer/
瘢痕	ban hon	ban1 hen2	/scar/
瘤子	ljuwH tsiX	liu2 zi5	/tumor/
瘤鴨	ljuwH ’aep	liu2 ya1	/(bird species of China) knob-billed duck (Sarkidiornis melanotos)/
瘦削	srjuwH sjak	shou4 xue1	/slim/
瘦子	srjuwH tsiX	shou4 zi5	/thin person/
瘦小	srjuwH sjewX	shou4 xiao3	/slightly-built/petite/
瘦弱	srjuwH nyak	shou4 ruo4	/thin and weak/
瘦肉	srjuwH nyuwk	shou4 rou4	/lean meat/
瘦身	srjuwH syin	shou4 shen1	/to lose weight (intentionally)/to slim down/(Tw) to downsize (a business)/
瘧子	ngjak tsiX	yao4 zi5	/(coll.) malaria/
瘧疾	ngjak dzit	nu:e4 ji2	/malaria/
瘧蚊	ngjak mjun	nu:e4 wen2	/Anopheles (type of mosquito)/
瘮人	srimX nyin	shen4 ren2	/scary/
瘰癧	lwaX lek	luo3 li4	/scrofula (in Chinese medicine)/
瘴癘	tsyangH ljejH	zhang4 li4	/tropical disease attributed to miasma/malaria/
瘸子	gjwa tsiX	que2 zi5	/lame person (colloquial)/
瘸幫	gjwa pang	Que2 bang1	/Crips (gang)/
瘸腿	gjwa thwojX	que2 tui3	/crippled/lame/a cripple/a lame person/
癀病	hwang bjaengH	huang2 bing4	/(dialect) anthrax/
療效	ljewH haewH	liao2 xiao4	/healing efficacy/healing effect/
療法	ljewH pjop	liao2 fa3	/therapy/treatment/
療程	ljewH drjeng	liao2 cheng2	/course of treatment/
癆病	lawH bjaengH	lao2 bing4	/tuberculosis (TCM)/
癔病	’ik bjaengH	yi4 bing4	/hysteria/
癡情	trhi dzjeng	chi1 qing2	/infatuation/
癢癢	yangX yangX	yang3 yang5	/to itch/to tickle/
癥結	tring ket	zheng1 jie2	/hard lump in the abdomen (in Chinese medicine)/crux of an issue/main point in an argument/sticking point/deadlock in negotiations/
癯瘦	gju srjuwH	qu2 shou4	/thin/emaciated/
癲癇	ten hean	dian1 xian2	/epilepsy/
癸丑	kjwijX trhjuwX	gui3 chou3	/fiftieth year J2 of the 60 year cycle, e.g. 1973 or 2033/
癸亥	kjwijX hojX	gui3 hai4	/sixtieth year J12 of the 60 year cycle, e.g. 1983 or 2043/
癸卯	kjwijX maewX	gui3 mao3	/fortieth year J4 of the 60 year cycle, e.g. 1963 or 2023/
癸巳	kjwijX ziX	gui3 si4	/thirtieth year J6 of the 60 year cycle, e.g. 2013 or 2073/
癸未	kjwijX mj+jH	gui3 wei4	/twentieth year J8 of the 60 year cycle, e.g. 2003 or 2063/
癸水	kjwijX sywijX	gui3 shui3	/menstruation/woman's period/
癸酉	kjwijX yuwX	gui3 you3	/tenth year J10 of the 60 year cycle, e.g. 1993 or 2053/
登仙	tong sjen	deng1 xian1	/to become immortal/big promotion/die/
登入	tong nyip	deng1 ru4	/to log in (to a computer)/to enter (data)/
登基	tong ki	deng1 ji1	/to ascend the throne/
登報	tong pawH	deng1 bao4	/to publish in the newspapers/
登場	tong drjang	deng1 chang3	/to go on stage/fig. to appear on the scene/used in advertising to mean new product/
登山	tong srean	deng1 shan1	/to climb a mountain/climbing/mountaineering/
登岸	tong nganH	deng1 an4	/to go ashore/to disembark/
登時	tong dzyi	deng1 shi2	/immediately/at once/
登月	tong ngjwot	deng1 yue4	/to go (up) to the moon/
登極	tong gik	deng1 ji2	/to ascend the throne/
登機	tong kj+j	deng1 ji1	/to board a plane/
登記	tong kiH	deng1 ji4	/to register (one's name)/
登輪	tong lwin	deng1 lun2	/to board a ship/
登遐	tong hae	deng1 xia2	/death of an emperor/
登門	tong mwon	deng1 men2	/to visit sb at home/
登陸	tong ljuwk	deng1 lu4	/to land/to come ashore/to make landfall (of typhoon etc)/to log in/
發交	pjot kaew	fa1 jiao1	/to issue and deliver (to people)/
發亮	pjot ljangH	fa1 liang4	/to shine/shiny/
發佈	pjot puH	fa1 bu4	/to release/to issue/to announce/to distribute/also written 發布|发布[fa1 bu4]/
發信	pjot sinH	fa1 xin4	/to post a letter/
發光	pjot kwang	fa1 guang1	/to shine/
發兵	pjot pjaeng	fa1 bing1	/to dispatch an army/to send troops/
發刊	pjot khan	fa1 kan1	/to publish/to put out (a document)/
發動	pjot duwngX	fa1 dong4	/to start/to launch/to unleash/to mobilize/to arouse/
發包	pjot paew	fa1 bao1	/to put out to contract/
發售	pjot dzyuwH	fa1 shou4	/to sell/
發問	pjot mjunH	fa1 wen4	/to question/to ask/to raise a question/
發回	pjot hwoj	fa1 hui2	/to send back/to return/
發報	pjot pawH	fa1 bao4	/to send a message/
發奮	pjot pjunH	fa1 fen4	/to make an effort/to push for sth/to work hard/
發家	pjot kae	fa1 jia1	/to lay down a family fortune/to get rich/to become prosperous/
發展	pjot trjenX	fa1 zhan3	/development/growth/to develop/to grow/to expand/
發布	pjot puH	fa1 bu4	/to release/to issue/to announce/to distribute/
發帖	pjot thep	fa1 tie3	/to post (an item on a forum)/
發怔	pjot tsyeng	fa1 zheng1	/baffled/nonplussed/
發急	pjot kip	fa1 ji2	/to fret/to get impatient/to become anxious/
發怵	pjot trhwit	fa1 chu4	/to feel terrified/to grow apprehensive/
發情	pjot dzjeng	fa1 qing2	/oestrus (sexual receptivity in female mammals)/
發想	pjot sjangX	fa1 xiang3	/to come up with an idea/generation of ideas/inspiration/
發愁	pjot dzrjuw	fa1 chou2	/to worry/to fret/to be anxious/to become sad/
發慌	pjot xwangX	fa1 huang1	/to become agitated/to feel nervous/
發憤	pjot bjunX	fa1 fen4	/to make a determined effort/
發憷	pjot tsrhjoX	fa1 chu4	/variant of 發怵|发怵[fa1 chu4]/
發抖	pjot tuwX	fa1 dou3	/to tremble/to shake/to shiver/
發揚	pjot yang	fa1 yang2	/to develop/to make full use of/
發揮	pjot xjw+j	fa1 hui1	/to display/to exhibit/to bring out implicit or innate qualities/to express (a thought or moral)/to develop (an idea)/to elaborate (on a theme)/
